CAP_Round,Institute_Code,Institute_Name,Course_Code,Course_Name,Category,Merit_No,Percentile,Section,Status_Type,Page_No
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GOPENS,34240,88.5013511,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GSCS,62739,77.8445199,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GSTS,91124,65.8812284,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GVJS,54224,81.2928705,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GNT1S,34281,88.4426131,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GNT2S,41658,85.7455441,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GNT3S,35923,87.8945473,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GOBCS,42649,85.3822102,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,GSEBCS,69130,75.3516004,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LOPENS,35071,88.1228442,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LSCS,47557,83.6393990,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LSTS,89332,66.8505265,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LVJS,54046,81.3738935,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LNT2S,80230,70.8722936,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LOBCS,47396,83.6467428,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,LSEBCS,112136,55.2318816,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,PWDOPENS,115494,53.7694785,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,PWDOBCS,153595,27.6622718,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,DEFOPENS,88930,67.0458361,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,DEFOBCS,124882,47.9842799,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,TFWS,41891,85.5352459,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,PWDROBC,155782,25.6482713,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,DEFRSEBC,120638,50.6340761,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GOPENS,7872,97.3911937,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GSCS,17571,94.1713006,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GSTS,56026,80.5896708,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GVJS,17052,94.3331807,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GNT1S,16746,94.4433332,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GNT2S,16443,94.5541467,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GOBCS,8931,97.0436452,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,GSEBCS,15942,94.6903844,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LOPENS,9308,96.9066937,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LSCS,15485,94.8376426,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LSTS,45930,84.2430574,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LNT1S,20457,93.2139295,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LNT3S,23863,92.0214155,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LOBCS,9823,96.7545639,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,LSEBCS,15409,94.8397684,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,PWDOPENS,33711,88.6037289,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,PWDOBCS,49777,82.7778711,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,DEFOPENS,27598,90.7773660,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,DEFOBCS,36001,87.8152279,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,TFWS,5518,98.1177725,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,PWDRSCS,46875,83.7529730,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,DEFROBCS,31634,89.3071786,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,ORPHAN,40407,86.1764583,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GOPENS,12001,96.0264086,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GSCS,22810,92.4262209,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GSTS,57428,80.0615027,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GVJS,22090,92.6351162,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GNT1S,22548,92.5251996,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GNT2S,18106,93.9913601,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GNT3S,17692,94.1151780,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GOBCS,12727,95.8067495,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,GSEBCS,18460,93.8710080,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LOPENS,11632,96.1687682,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LSCS,22774,92.4273158,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LSTS,62455,78.1496564,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LNT2S,20674,93.1131822,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LOBCS,12683,95.8198477,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,LSEBCS,19600,93.4764585,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,PWDOPENS,84120,69.2652564,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,PWDOBCS,109674,57.0470967,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,DEFOPENS,33941,88.5539410,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,DEFOBCS,51336,82.1878954,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,TFWS,9964,96.7229568,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,PWDRSCS,87457,67.6869909,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,DEFRNT1S,37872,87.1012785,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,ORPHAN,100069,61.6354671,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GOPENS,28736,90.3847828,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GSCS,42636,85.3822102,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GSTS,109844,57.0470967,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GVJS,40155,86.2190813,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GNT2S,43440,85.1704164,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GNT3S,64967,76.9332320,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GOBCS,30164,89.8747850,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,GSEBCS,47938,83.5369475,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LOPENS,25978,91.2954950,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LSCS,50448,82.7086811,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LSTS,107619,57.4142590,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LVJS,43053,85.2662319,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LNT1S,34017,88.5172385,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LOBCS,30050,89.8755527,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,LSEBCS,61280,78.4507504,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,PWDOPENS,126496,47.0113809,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,PWDOBCS,153875,27.5123271,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,DEFOPENS,48986,83.0327460,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,DEFOBCS,164128,18.5574725,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,TFWS,27443,90.8058519,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,DEFROBCS,82621,69.8003760,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,ORPHAN,80761,70.5215521,State Level,Government Autonomous Home University : Autonomous Institute,1
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GOPENS,17552,94.1713006,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GSCS,32759,88.9034341,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GSTS,76500,72.5041736,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GVJS,33193,88.7742666,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GNT1S,24939,91.6557848,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GNT2S,22199,92.6335559,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GNT3S,31829,89.2671256,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GOBCS,18536,93.8694333,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,GSEBCS,23887,92.0214155,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LOPENS,15100,95.0167998,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LSCS,29378,90.0992619,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LSTS,122393,49.7949643,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LVJS,50918,82.4751693,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LNT2S,32583,89.0036224,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LOBCS,17050,94.3331807,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,LSEBCS,25005,91.6345444,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,PWDOPENS,136974,40.1585977,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,PWDOBCS,164763,17.7766170,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,DEFOPENS,21433,92.8871646,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,DEFOBCS,63680,77.7634641,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,TFWS,14636,95.1705464,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,DEFROBCS,56268,80.5358903,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GOPENS,40780,86.1227045,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GSCS,76436,72.5041736,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GSTS,153584,27.6622718,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GVJS,52977,81.7098306,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GNT1S,55013,80.9741447,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GNT2S,48697,83.1983982,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GOBCS,49279,82.8860671,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,GSEBCS,98636,62.7958080,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LOPENS,47564,83.6393990,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LSCS,73240,73.7956676,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LSTS,155962,25.6482713,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LNT3S,48233,83.5013309,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LOBCS,51737,82.1493863,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,LSEBCS,38760,86.8242361,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,TFWS,55129,80.7858869,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GOPENS,37888,87.0844527,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GSCS,60509,78.9561170,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GSTS,108763,57.2163252,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GVJS,56098,80.5896708,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GNT1S,59809,79.1318865,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GNT2S,47170,83.7440631,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GNT3S,53426,81.4941569,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GOBCS,40001,86.2308451,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,GSEBCS,69475,75.3410409,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LOPENS,41682,85.7455441,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LSCS,61041,78.5613347,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LSTS,135907,40.9947600,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LNT1S,58310,79.6526596,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LNT2S,56879,80.2743712,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LOBCS,51638,82.1493863,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,LSEBCS,55218,80.7858869,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,PWDOPENS,111014,56.0103934,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,DEFOPENS,115556,53.7694785,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,DEFOBCS,153674,27.6622718,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,TFWS,39326,86.5743889,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,DEFROBCS,129935,44.8929536,State Level,Government Autonomous Home University : Autonomous Institute,2
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GOPENH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GSCH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GSTH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GNT2H,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GOBCH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,GSEBCH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,LOPENH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,LOBCH,56660,81.7098306,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,3
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,GOPENH,137364,40.1066152,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,4
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,GOBCH,146620,33.0999720,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,4
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,LOPENH,169752,12.6135136,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,4
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552410,Paper and Pulp Technology,LOPENH,95351,63.5370419,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,5
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,GOPENH,35481,88.0194481,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,6
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,GSCH,35481,88.0194481,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,6
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,GOBCH,35481,88.0194481,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,6
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,LOPENH,35481,88.0194481,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,6
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,LSCH,35481,88.0194481,Home University Seats Allotted to Home University Candidates,University Department Home University : Sant Gadge Baba Amravati University,6
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,GOPENH,168707,13.6477530,Home University Seats Allotted to Home University Candidates,Government Home University : Sant Gadge Baba Amravati University,7
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,GSCH,168707,13.6477530,Home University Seats Allotted to Home University Candidates,Government Home University : Sant Gadge Baba Amravati University,7
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,GSTH,168707,13.6477530,Home University Seats Allotted to Home University Candidates,Government Home University : Sant Gadge Baba Amravati University,7
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,GVJH,168707,13.6477530,Home University Seats Allotted to Home University Candidates,Government Home University : Sant Gadge Baba Amravati University,7
