collegeCode,collegeName,branchCode,branchName,year,capRound,category,stage,rank,percentile,seatLevel
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GOPENS,I,45068,81.0090469,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GSTS,I,62198,72.6119403,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GNT2S,I,56019,75.867353,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GNT3S,I,67376,69.6924231,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GOBCS,I,47176,79.8081214,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,LOPENS,I,38817,83.878077,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,LSTS,I,70583,68.3823818,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,LVJS,I,42139,82.251586,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,LNT2S,I,67267,69.6924231,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,LOBCS,I,40903,83.0041152,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,PWDOPENS,I,132109,17.5985227,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,DEFOPENS,I,55489,76.0463981,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,TFWS,I,36423,84.9532361,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,PWDROBC,I,140685,4.9294633,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GOPENS,I,44019,81.2345291,State Level
1002,"Government College of Engineering, Amravati",100219110,Civil Engineering,2023,2,GSTS,I,48315,79.5863208,State Level
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,2023,2,GOPENS,I,15657,93.8067312,State Level
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,2023,2,GSCS,I,34266,85.9219677,State Level
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,2023,2,GSTS,I,16999,93.2108027,State Level
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,2023,2,GNT3S,I,54440,76.7173434,State Level
1002,"Government College of Engineering, Amravati",100224210,Computer Science and Engineering,2023,2,GOBCS,I,10039,96.0680883,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GOPENS,I,10554,95.8828395,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GSCS,I,18304,92.6711629,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GSTS,I,44560,81.1192722,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GVJS,I,20344,91.7514817,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GNT2S,I,11000,95.6910814,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GNT3S,I,24223,90.1789743,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,GOBCS,I,11739,95.3975994,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,LOPENS,I,20360,91.7514817,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,LSCS,I,11559,95.492343,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,TFWS,I,26155,89.3951296,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,DEFROBCS,I,12547,95.0827713,State Level
1002,"Government College of Engineering, Amravati",100224610,Information Technology,2023,2,EWS,I,11206,95.654289,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GOPENS,I,28186,88.4658665,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GSCS,I,46913,80.0408747,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GSTS,I,93403,53.6496624,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GVJS,I,48417,79.520817,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GNT2S,I,44580,81.1192722,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GOBCS,I,35670,85.1907088,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,LOPENS,I,25067,89.8061335,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,LSCS,I,35282,85.3534944,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,LSTS,I,82552,60.9799222,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,LNT3S,I,85978,58.7124464,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,PWDOPENS,I,87477,58.0840122,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,DEFOPENS,I,131259,18.2192293,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,TFWSO,I,18889,92.4568642,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,EWS,I,40631,83.1704016,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GOPENS,I,27763,88.6695314,State Level
1002,"Government College of Engineering, Amravati",100229310,Electrical Engineering,2023,2,GSCS,I,32215,86.8382436,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GOPENS,I,14528,94.2498036,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GSCS,I,27293,88.8028432,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GVJS,I,30973,87.2266503,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GNT3S,I,31133,87.2113119,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GOBCS,I,15122,94.0316823,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,LSTS,I,116855,34.1365462,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,TFWS,I,16371,93.495874,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,PWDROBC,I,55078,76.2843676,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GOPENS,I,16345,93.495874,State Level
1002,"Government College of Engineering, Amravati",100237210,Electronics and Telecommunication Engg,2023,2,GSCS,I,15356,93.9373698,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,GOPENS,I,52345,77.7994669,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,GSCS,I,79348,62.7898492,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,GSTS,I,62352,72.6119403,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,GVJS,I,50051,78.5775598,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,GOBCS,I,85417,58.7429854,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,LOPENS,I,46217,80.6210251,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,LNT1S,I,66106,70.6180504,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,PWDOPENS,I,64644,71.3590844,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,DEFOPENS,I,64271,71.4000828,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,TFWS,I,64209,71.4000828,State Level
1002,"Government College of Engineering, Amravati",100246610,Instrumentation Engineering,2023,2,EWS,I,62944,71.9809302,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GOPENS,I,40569,83.2373857,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GSCS,I,61636,73.1851907,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GSTS,I,102337,46.4534231,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GNT1S,I,45732,80.8641005,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GNT2S,I,55195,76.2843676,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GNT3S,I,53772,76.839044,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GOBCS,I,45302,81.0090469,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,LOPENS,I,56026,75.867353,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,LSCS,I,80444,62.3996115,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,LVJS,I,141330,3.7523084,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,LNT2S,I,90999,55.2985075,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,LOBCS,I,56729,75.1725431,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,PWDOPENS,I,129672,20.3198986,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,DEFOPENS,I,30957,87.2266503,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,TFWSO,I,46753,80.0793682,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,EWS,I,45215,81.0090469,State Level
1002,"Government College of Engineering, Amravati",100261210,Mechanical Engineering,2023,2,GOPENS,I,45314,80.9858625,State Level
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GOPENH,I,73995,66.3914919,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GSCH,I,109829,40.6521983,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GSTH,I,107595,42.5955447,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GOBCH,I,39830,83.3890161,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,LOPENH,I,75293,65.3263316,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,PWDOPENH,I,88654,56.7405028,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GSCO,I,100653,48.0589023,Other Than Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,GNT3O,I,128042,22.0314735,Other Than Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,DEFOPENS,I,68388,69.3042857,State Level
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,TFWS,I,106376,43.5071268,State Level
1005,"Sant Gadge Baba Amravati University,Amravati",100550310,Food Technology,2023,2,EWS,I,59970,73.4246062,State Level
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,2023,2,LSCH,I,134533,13.8442673,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,2023,2,LSCH,II,131416,18.2192293,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,2023,2,LSTH,II,90400,55.7163295,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100551710,Oil and Paints Technology,2023,2,LVJH,II,122456,28.3793174,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,GOPENH,I,129584,20.3198986,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,LOPENH,I,74432,65.9622938,Home University Seats Allotted to Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,GSCH,I,60541,73.3779089,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,GOBCH,I,111853,38.992574,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,GSCH,II,122983,27.6545345,Home University Seats Allotted to Other Than Home University Candidates
1005,"Sant Gadge Baba Amravati University,Amravati",100552710,Petro Chemical Engineering,2023,2,GOBCH,II,110636,39.9066862,Home University Seats Allotted to Other Than Home University Candidates
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,2023,2,GOPENH,I,76027,65.0367935,Home University Seats Allotted to Home University Candidates
1012,"Government College of Engineering,Yavatmal",101219110,Civil Engineering,2023,2,GSCH,I,111339,39.4392454,Home University Seats Allotted to Home University Candidates
